[3001.75990927]
[2995.84215315]
[2991.18927268]
[2987.49426746]
[2982.917026]
[2978.82828538]
[2972.40210793]
[2967.51286909]
[2961.69869131]
[2956.66840571]
[2954.15010601]
[2949.5913145]
[2946.01274704]
[2941.80348099]
[2939.31011927]
[2934.62135785]
[2930.45174196]
[2928.22167489]
[2923.81685888]
[2922.58582391]
[2918.74287849]
[2913.32869772]
[2910.10546344]
[2908.3917569]
[2904.84026015]
[2901.27987439]
[2897.61302503]
[2894.77793108]
[2893.49469279]
[2891.84116511]
[2887.74540567]
[2885.98534139]
[2883.40745652]
[2883.30909846]
[2881.78866268]
[2879.25110167]
[2876.45997663]
[2874.18063408]
[2871.43252459]
[2867.87516025]
[2864.91596679]
[2862.86777797]
[2858.23998791]
[2856.26244623]
[2854.17678463]
[2853.27064242]
[2851.71551064]
[2850.31385648]
[2847.62647246]
[2844.27017922]
[2843.85390507]
[2844.53453841]
[2843.66267032]
[2842.34636508]
[2841.96688914]
[2842.28998776]
[2841.78477945]
[2841.21991242]
[2839.87177962]
[2840.08399977]
[2837.88987205]
[2837.05295352]
[2837.94867185]
[2837.96804939]
[2838.34676862]
[2837.76460978]
[2837.2018228]
[2836.77649183]
[2836.00308239]
[2834.38789947]
[2833.91798366]
[2833.92257477]
[2835.19042083]
[2836.45867524]
[2836.46258233]
[2836.39284765]
[2837.42909014]
[2838.17303713]
[2836.40723679]
[2836.5220103]
[2838.33090457]
[2837.63955743]
[2836.68087897]
[2837.31863326]
[2837.2753039]
[2837.82815145]
[2839.48193741]
[2839.48062781]
[2837.97002008]
[2837.43978245]
[2837.35618627]
[2836.82951627]
[2836.3287212]
[2837.70244391]
[2838.37004288]
[2838.93740731]
[2837.54627438]
[2837.70834048]
[2837.34672868]
[2838.53416044]
[2838.9777442]
[2839.36318851]
[2839.74726331]
[2838.70910751]
[2838.98709705]
[2840.92358105]
[2840.54162313]
[2841.26679683]
[2841.38532904]
[2840.59785392]
[2839.49544509]
[2840.28513615]
[2839.74293534]
[2839.08323076]
[2840.19251877]
[2839.96113933]
[2839.26935113]
[2837.72607359]
[2839.42509306]
[2840.52603612]
[2839.58871218]
[2838.80534393]
[2839.80947532]
[2840.1376037]
[2840.05565208]
[2840.20607477]
[2841.4245365]
[2841.80501151]
[2842.03272265]
[2841.46552032]
[2841.32718287]
[2840.8469397]
[2842.18521847]
[2841.80773644]
[2842.32820284]
[2843.48457844]
[2842.54878768]
[2842.37784288]
[2841.81925552]
[2841.36180363]
[2841.06251242]
[2840.76222531]
[2840.43675192]
[2839.49923421]
[2839.33268989]
[2839.55335973]
[2838.45679671]
[2838.31283561]
[2838.03082064]
[2837.22978607]
[2838.41069935]
