[2814.48372448]
[2809.62034902]
[2807.07369306]
[2803.14050681]
[2805.8637502]
[2801.11189977]
[2792.31507842]
[2794.01671799]
[2790.35482471]
[2786.93864642]
[2783.75487167]
[2779.34366006]
[2775.68362619]
[2771.64210503]
[2766.32901003]
[2762.38911486]
[2758.4831102]
[2755.84478215]
[2749.88437603]
[2746.28688775]
[2743.10298478]
[2739.35877264]
[2734.92163915]
[2731.12049088]
[2726.71479269]
[2722.86564315]
[2719.84854201]
[2715.84323795]
[2712.66008301]
[2709.37440849]
[2705.4396263]
[2702.7893351]
[2699.10633473]
[2695.66073681]
[2692.99990805]
[2689.0037356]
[2685.72857548]
[2683.55043325]
[2678.8482601]
[2675.88788559]
[2673.88035997]
[2670.75404384]
[2666.26510681]
[2663.03339103]
[2661.8045631]
[2657.48362285]
[2653.29731918]
[2650.76488855]
[2648.11421704]
[2643.85239529]
[2641.0451213]
[2637.66343812]
[2634.70571184]
[2631.14804873]
[2627.61277111]
[2625.6909791]
[2621.65745405]
[2616.91775171]
[2614.54530903]
[2613.09055195]
[2608.97994852]
[2605.51596033]
[2604.39742679]
[2600.19961436]
[2597.33474197]
[2592.90042208]
[2590.22931066]
[2589.49026845]
[2584.97087494]
[2582.77610488]
[2579.4492697]
[2577.29830591]
[2575.08429715]
[2571.35603802]
[2570.26577903]
[2567.03005237]
[2564.18657347]
[2561.05678636]
[2559.94076642]
[2557.3753069]
[2555.51304395]
[2553.39352458]
[2550.25797763]
[2547.99519662]
[2547.05117458]
[2546.26632103]
[2545.39426101]
[2541.11424807]
[2541.67311045]
[2540.22247416]
[2538.46650054]
[2535.58585415]
[2535.80080406]
[2534.77658134]
[2534.46757805]
[2532.78773486]
[2531.81381238]
[2532.07119751]
[2531.53996831]
[2532.47503321]
[2531.16268226]
[2531.68944309]
[2532.23948876]
[2532.13202426]
[2533.57619604]
[2532.81079806]
[2533.32615018]
[2535.19040275]
[2535.80162274]
[2535.48437192]
[2536.76997312]
[2536.93473714]
[2537.61800722]
[2537.66820719]
[2538.50485577]
[2538.64064506]
[2539.80320241]
[2540.52737193]
[2540.24180705]
[2541.5808178]
[2542.70181846]
[2542.2400045]
[2543.8537353]
[2543.444408]
[2545.09436752]
[2543.97597079]
[2544.0636491]
[2545.0784477]
[2546.34860996]
[2546.80791528]
[2547.58799276]
[2547.50017514]
[2548.33004977]
[2548.74573614]
[2549.10664537]
[2549.5861811]
[2549.55573603]
[2550.40433238]
[2551.59300152]
[2551.74654706]
[2551.86820834]
[2551.72395249]
