[9119.4773337]
[9098.17402374]
[9076.1637536]
[9061.50683844]
[9043.33983068]
[9016.36149173]
[8999.08502583]
[8982.78079828]
[8964.38989649]
[8944.9009045]
[8924.48971692]
[8906.17530958]
[8889.09647871]
[8869.19362776]
[8850.54761437]
[8830.9232699]
[8811.4273857]
[8790.19059211]
[8777.48036262]
[8758.39329532]
[8737.13594831]
[8713.95062778]
[8694.9008588]
[8674.90923122]
[8654.77197132]
[8639.21292345]
[8620.39703217]
[8603.60338186]
[8586.44184996]
[8569.2141045]
[8552.75581807]
[8532.30307899]
[8517.543836]
[8504.47793552]
[8487.96081187]
[8467.95071618]
[8449.36890386]
[8430.33249824]
[8413.62572937]
[8401.92414815]
[8384.77409934]
[8367.47852007]
[8350.80336049]
[8331.14381141]
[8319.15822559]
[8304.6405834]
[8291.80073088]
[8273.30931339]
[8255.7003598]
[8239.93167988]
[8229.70809488]
[8207.48355468]
[8191.87021725]
[8173.40478043]
[8151.33537172]
[8139.97113259]
[8122.85661078]
[8105.77714879]
[8087.56245404]
[8069.9255955]
[8055.98732941]
[8040.27313033]
[8026.12924845]
[8005.67070809]
[7989.96670236]
[7974.84432147]
[7959.17625233]
[7940.94907364]
[7926.50927405]
[7908.38837351]
[7891.9240202]
[7871.47325091]
[7855.47739298]
[7838.26209865]
[7825.84896091]
[7810.97339915]
[7792.96908638]
[7778.05496618]
[7752.88792902]
[7740.34142299]
[7728.39409701]
[7713.51599407]
[7695.55106698]
[7679.41907485]
[7661.8043107]
[7644.38002337]
[7633.28777787]
[7620.77697567]
[7603.9011937]
[7585.02343088]
[7569.77562242]
[7554.3056353]
[7536.47220042]
[7521.40818048]
[7506.06046126]
[7491.74341633]
[7477.04896573]
[7464.06000393]
[7449.02952146]
[7433.46279444]
[7417.28665817]
[7405.73356021]
[7388.36150955]
[7370.64212467]
[7355.64291596]
[7340.29581923]
[7322.31305719]
[7306.61541244]
[7292.64376776]
[7278.46213775]
[7263.97270247]
[7251.72955778]
[7235.91130227]
[7222.72714478]
[7207.42095393]
[7193.24851653]
[7181.14792756]
[7167.7701925]
[7152.06761956]
[7136.64374975]
[7121.89262785]
[7107.6729326]
[7091.83215271]
[7078.25123929]
[7064.71098881]
[7050.19502394]
[7036.19321901]
[7021.5464302]
[7008.83541961]
[6996.04888993]
[6982.57945164]
[6969.83653647]
[6956.99978903]
[6945.58674951]
[6938.29999556]
[6927.23195925]
[6915.89615666]
[6907.52161675]
[6898.47043634]
[6887.24080065]
[6877.52779519]
[6868.50981328]
[6859.57047927]
[6853.62808769]
[6843.73717191]
[6832.73829275]
[6822.88881918]
[6817.13222615]
[6807.56501617]
[6800.08529365]
[6794.02001429]
[6787.74543746]
[6782.48874301]
[6773.6751306]
