iteration,locational_cost,health_cost,mobility_cost,range_cost,proposed_cost,cumulative_distance
0,4689.429163665053,1972.6145818325283,4689.429163665053,2988.2521877746126,1972.6145818325283,0.0
1,4821.766309159684,2029.3081545798432,4821.766309159684,3002.1101612984453,2018.5498212465109,0.021572258876432514
2,4812.469383310679,2024.4896916553403,4812.469383310679,3001.5571483493873,2013.7346916553415,0.04121839872861112
3,4817.288030339606,2026.8140151698035,4817.288030339606,3007.7677709851873,2016.0606818364706,0.06024596187132839
4,4810.993020256429,2023.156510128215,4810.993020256429,3006.723225589607,2012.413176794881,0.0788922312841163
5,4805.711902283537,2019.920951141769,4805.711902283537,3006.092824148192,2009.1892844751023,0.09727667052914807
6,4806.16576344772,2018.9578817238623,4806.16576344772,3006.1188510364514,2008.2495483905295,0.11538462072322225
7,4799.583925556791,2015.496962778395,4799.583925556791,3007.373272630156,2004.791962778395,0.13321570524123652
8,4794.272384664398,2012.841192332199,4794.272384664398,3010.4361613563624,2002.1361923321986,0.15093274681006622
9,4784.723340282345,2007.8966701411707,4784.723340282345,3011.666645998017,1997.1950034745041,0.1688056030988574
10,4775.282254608144,2003.1761273040734,4775.282254608144,3011.89278351261,1992.4744606374065,0.186771051199703
11,4771.020207656968,2000.7901038284815,4771.020207656968,3013.185348226397,1990.0934371618146,0.2050752260449891
12,4767.940857982317,1998.7404289911617,4767.940857982317,3013.292416162026,1988.053762324495,0.22381673727254997
13,4771.027012265843,1999.4335061329216,4771.027012265843,3016.653681843339,1988.763506132922,0.24292292023335427
14,4768.997118554753,1997.7385592773794,4768.997118554753,3017.209470353154,1987.0818926107122,0.26243101075099495
15,4761.552150828904,1994.0160754144526,4761.552150828904,3018.903601640014,1983.3594087477863,0.28241513818208486
16,4752.8098118738,1989.6449059369002,4752.8098118738,3019.271227595229,1978.988239270234,0.3030902940313135
17,4746.01235818629,1986.1611790931477,4746.01235818629,3020.8898492493245,1975.5061790931475,0.3243017299333493
18,4737.724676488651,1981.7623382443255,4737.724676488651,3021.841296490565,1971.1123382443252,0.3459317856481778
19,4734.7516346481025,1979.9358173240519,4734.7516346481025,3023.9016239209373,1969.2924839907187,0.3680325470453306
20,4733.328766956405,1978.5443834782,4733.328766956405,3025.6486375555655,1967.9143834781999,0.39056948254095947
21,4740.161794218071,1980.7708971090378,4740.161794218071,3028.5669454048984,1970.1642304423704,0.41355282028744955
22,4732.0521986037165,1976.631099301859,4732.0521986037165,3029.9827057484613,1966.0260993018605,0.43684865251826427
23,4721.799215137469,1971.4196075687323,4721.799215137469,3029.7653612149647,1960.8162742353993,0.46042420841373843
24,4713.799198405694,1967.3345992028462,4713.799198405694,3030.634063788533,1956.732932536179,0.4840823559595336
25,4708.2018893423165,1964.4509446711588,4708.2018893423165,3033.1531226776888,1953.8509446711591,0.5078300062955285
26,4701.496503991379,1960.8432519956923,4701.496503991379,3034.501072791449,1950.2482519956918,0.531679899359738
