iteration,locational_cost,health_cost,mobility_cost,range_cost,proposed_cost,cumulative_distance
0,2801.7058363660535,1028.7529181830294,2801.7058363660535,2428.763553603745,1028.7529181830294,0.0
1,3294.051541222244,1274.9257706111146,1567.9047516504186,2477.792758077401,548.8773758252073,0.021572258876432514
2,3287.7643730456502,1271.782186522831,1563.967363357431,2475.3876355378993,547.0586816787167,0.038150758118768446
3,3278.8811916077852,1267.3405958038925,1561.5151550020514,2473.6495678122374,545.8325775010258,0.05401253019569379
4,3275.2177946626043,1265.508897331304,1556.6167505843414,2472.6152176723067,543.8333752921712,0.06919918685570928
5,3267.887369282278,1261.8436846411378,1553.6756068441578,2471.5149308935006,542.512803422079,0.08376411157627373
6,3260.6015665205896,1258.20078326029,1550.817190633115,2469.8471733099705,541.1585953165559,0.09796980635943697
7,3252.091917142208,1253.945958571099,1548.6400752504762,2468.897217607307,540.1450376252368,0.11184997577175404
8,3243.808347321471,1249.804173660732,1546.362171475752,2467.4487501937933,539.0060857378752,0.12573656364158728
9,3236.245249168672,1246.0226245843344,1543.7925336164433,2466.241193032328,537.7962668082212,0.13944850303717987
10,3230.7302756422087,1243.2651378211035,1540.2474425457458,2465.9032671005007,536.3237212728725,0.15319185314065617
11,3222.9153800181875,1239.3576900090948,1537.8968621764977,2464.2447333905175,535.1484310882488,0.1669155529135368
12,3220.565874959422,1238.1829374797062,1532.8341500516742,2464.828732079119,533.2170750258359,0.18067074685239431
13,3214.468138517067,1235.1340692585343,1529.6464715304546,2463.3336166416657,531.7732357652276,0.19452033812366307
14,3207.6148948260466,1231.7074474130259,1526.8365156628352,2461.294439065538,530.3682578314184,0.20843449365828667
15,3201.6148604479235,1228.7074302239573,1523.5693820638805,2460.6493924340202,528.9596910319392,0.22220368702783588
16,3195.383420633513,1225.5917103167553,1520.3738212134629,2459.009171470522,527.4369106067313,0.23604295638437106
17,3188.7311061220794,1222.26555306104,1517.3226325176531,2458.5251644564228,526.1363162588264,0.2502488341765482
18,3184.6629675242575,1220.2314837621261,1512.9196083939744,2458.715560116424,524.3848041969866,0.2646951185346588
19,3178.8433814920795,1217.3216907460442,1509.4198060370968,2456.5193404162355,522.7099030185495,0.27934140891305204
20,3174.649496271406,1215.2247481357056,1505.1337448133772,2456.009936825737,520.9418724066892,0.2940448610765152
21,3168.464100497943,1212.132050248973,1501.8521000347287,2455.2852556574835,519.5260500173646,0.3087380636427117
22,3162.2751397865136,1209.0375698932532,1498.5834329183351,2453.318123519007,517.9667164591665,0.3234711219493961
23,3157.911918450089,1206.855959225048,1494.417671812057,2453.0869185531897,516.2588359060294,0.33843247607660354
24,3152.5545294123194,1204.1772647061616,1490.7380434027007,2452.190190428965,514.644021701351,0.3536892828254694
25,3146.8784159309794,1201.33920796549,1487.2065000370899,2452.5166390258087,513.1782500185445,0.36912651079124953
26,3139.858353170874,1197.8291765854376,1484.3233410438079,2450.8977449868144,511.8116705219041,0.38489761511081866
27,3136.6430972798894,1196.2215486399452,1479.5366027859707,2450.2095590906983,509.8683013929852,0.40097395957282855
28,3130.43613126721,1193.118065633606,1476.2300980854573,2448.930165282427,508.3650490427287,0.41716771733513563
29,3125.7535046647467,1190.7767523323732,1472.1592357988409,2448.114476783152,506.6296178994204,0.43348582195886953
30,3125.3760662815653,1190.5880331407823,1465.9069069171665,2447.827572728012,504.1784534585832,0.44999491359281063
31,3118.7916620342453,1187.2958310171218,1462.737500432044,2445.7466097230367,502.5937502160217,0.4669297961523199
32,3114.6988129467986,1185.2494064734015,1458.306297464891,2446.1866792631477,500.8281487324462,0.4841324925198193
33,3108.363717551245,1182.0818587756214,1454.9557424716259,2445.7886850054883,499.3778712358125,0.5017004539219534
34,3105.6227378488734,1180.7113689244366,1449.7696405913862,2446.4055239423087,497.3848202956928,0.5194746308545072
35,3098.374294501558,1177.0871472507818,1446.791504961268,2444.614218513651,495.89575248063466,0.5375197064760149
36,3088.220963810407,1172.0104819052049,1445.2239379952136,2441.5105352268347,494.81196899760704,0.556070442036888
37,3083.6637983653945,1169.731899182697,1440.8331733521215,2440.2290422609203,492.91658667606083,0.5748669093708068
38,3075.868456153993,1165.834228076995,1438.0284020741783,2438.2479125376694,491.51420103708887,0.593813830665514
39,3074.1263318553174,1164.9631659276638,1432.1543084264872,2438.085213413696,489.17715421324465,0.6129767721782292
40,3067.354582465635,1161.5772912328198,1428.7654463990357,2437.0930694890085,487.63272319951847,0.632380936804535
41,3064.6869312478375,1160.243465623916,1423.2868492825105,2437.741867189982,485.4934246412546,0.651951524488625
42,3055.194786480464,1155.4973932402327,1421.207797148335,2435.4026282598024,484.3038985741676,0.6716250653503802
43,3049.562055661726,1152.68102783086,1417.196806898096,2433.6743486675746,482.448403449047,0.6914078279487618
44,3043.077250504052,1149.4386252520296,1413.6128285458396,2431.7230630219865,480.7314142729207,0.7113169325662019
45,3036.6768418359975,1146.238420918,1409.9938669090632,2430.3035209862974,479.0719334545319,0.7312950116874031
46,3029.6848016701324,1142.7424008350617,1406.7043073331856,2428.857614386277,477.50215366659154,0.7513903535243529
47,3023.962464663848,1139.881232331925,1402.7524572611476,2428.7177846579325,475.8262286305741,0.7716192542442227
48,3015.4414873168907,1135.620743658447,1400.1418971280382,2427.356909157035,474.5209485640196,0.792087899285752
49,3005.4497134881894,1130.6248567440941,1398.2775325756022,2425.392068064915,473.43876628780106,0.8126162832434385
50,3003.804744941308,1129.802372470652,1392.2421632607907,2425.900345729254,471.09608163039496,0.8330986966952475
51,2993.8045543235016,1124.8022771617493,1390.3889341133204,2423.537051295108,469.94446705665996,0.8537183244125999
52,2985.752172954751,1120.7760864773743,1387.5709958700497,2421.809421278432,468.53549793502486,0.8744015882452842
53,2978.998306792949,1117.399153396474,1384.1080547755164,2420.1428340187126,466.8790273877582,0.8950789810039463
54,2971.6609173950455,1113.730458697523,1380.9506266645576,2418.847343685994,465.37531333227895,0.9157533944060142
55,2967.8355706691073,1111.8177853345505,1375.9765419986463,2417.906852785825,463.26327099932246,0.9365532971732169
56,2957.6976751243487,1106.7488375621763,1374.184410490478,2415.6198245246787,462.14220524523955,0.9574519822344988
57,2949.420922321025,1102.6104611605135,1371.479598667061,2414.045545209429,460.7897993335307,0.978354972620711
58,2942.5436573398383,1099.1718286699193,1368.0639495831726,2411.73448707099,459.08197479158633,0.9993663722438128
59,2935.1931296558328,1095.4965648279167,1364.9132562082486,2410.8705495488557,457.6566281041243,1.0204483703251985
60,2926.78284613899,1091.2914230694948,1362.2820257305877,2410.2270438966743,456.41601286529357,1.041545780147559
61,2920.1962331392874,1087.9981165696458,1358.704011639086,2409.5508505201924,454.77700581954355,1.0626605295276057
62,2913.1327645502715,1084.4663822751315,1355.3455204797967,2408.7217888533246,453.2477602398972,1.0840043684554015
63,2907.046591413575,1081.4232957067825,1351.5357965334842,2406.7858314614123,451.41789826674085,1.1052514118954293
64,2897.669722341703,1076.7348611708553,1349.395574444948,2405.5954974893734,450.27278722247496,1.1265735207203378
65,2888.820344603368,1072.3101723016846,1346.990868628695,2403.782599777772,448.9954343143475,1.1478977382868274
66,2882.4340132599245,1069.117006629962,1343.386726601561,2402.833223176867,447.3433633007803,1.1691726334133656
67,2875.209151572755,1065.5045757863804,1340.2235939657423,2400.546738637089,445.7617969828716,1.1903707844986449
68,2869.0938325367138,1062.4469162683565,1336.49004563852,2397.8780664764345,443.8950228192598,1.2116012993220213
69,2860.193673169043,1057.9968365845218,1334.1319200561675,2397.6975704647657,442.790960028084,1.2330784342063152
70,2849.2487337508487,1052.524366875427,1332.8217252469062,2395.1967649452226,441.8358626234535,1.2544794785273743
71,2843.2641851790722,1049.5320925895405,1329.0697719460816,2393.9077766093033,440.10988597304186,1.2758693921184303
72,2834.7374480603403,1045.2687240301684,1326.6089367331247,2392.6298179056075,438.87946836656204,1.2971402806582852
73,2829.2524095020513,1042.5262047510264,1322.654986057068,2390.918096604923,437.0524930285342,1.3184266288430577
74,2821.4196142030714,1038.6098071015356,1319.9375336578357,2389.458458812842,435.69376682891766,1.3396673484777868
75,2818.5638526080384,1037.1819263040193,1314.7713892898173,2389.354146295895,433.56069464490884,1.360800727009261
76,2811.508363177668,1033.6541815888354,1311.687026635213,2388.61143582167,432.1685133176069,1.3819892606756123
77,2805.7001777541045,1030.7500888770521,1308.045286075025,2385.9533929028617,430.3476430375123,1.4030970286595055
78,2798.5738555917806,1027.1869277958901,1305.1040189185253,2383.94592465802,428.80200945926265,1.4242835452751597
79,2794.6106046874643,1025.2053023437338,1300.6225166181869,2382.8129274134712,426.86125830909407,1.4455546716442909
80,2787.637701299468,1021.7188506497343,1297.6969177252681,2381.0838124996644,425.39845886263413,1.4667904158686857
81,2785.818387305386,1020.809193652692,1292.2286198220686,2380.0219631614054,423.1143099110339,1.4880351044256872
82,2782.59402514292,1019.1970125714624,1287.4964839954916,2379.357910346372,421.1232419977463,1.5093190145669224
83,2778.2798268159554,1017.0399134079796,1283.3524540107396,2378.6650511626176,419.35122700537033,1.5306111153994262
84,2774.0628484375134,1014.9314242187535,1279.2073464582836,2378.108425202674,417.57867322914115,1.5519027491509103
