iteration,locational_cost,health_cost,mobility_cost,range_cost,proposed_cost,cumulative_distance
0,2017.8055081805314,822.8527540902659,2017.8055081805314,1957.0797900748978,822.8527540902659,0.0
1,2241.5757157983217,934.7378578991611,1241.6676626736496,1322.7452444405633,487.9808901603543,0.03218356173758691
2,2237.7819511621565,932.8409755810771,1238.6462879624687,1319.7536297920035,486.5804969224106,0.06390715316913358
3,2233.2119972469022,930.5559986234506,1236.5299938899254,1318.9368284593522,485.5223498861396,0.09447406655671932
4,2230.603391819432,929.2516959097161,1232.8715053732137,1315.789296372349,483.9688409219011,0.12353806609142012
5,2225.129315804216,926.5146579021073,1232.026444574957,1315.8550933985518,483.38086934630184,0.15152375609254373
6,2220.315775057857,924.1078875289292,1230.6278584127772,1316.1498993671867,482.6264292063887,0.17864660034888052
7,2216.112253983715,922.0061269918573,1228.6998479948052,1315.6271617061716,481.7175710562264,0.20491735879794817
8,2210.487098118364,919.1935490591819,1227.9567572489966,1316.0663757062664,481.2357315656749,0.2307239564837581
9,2203.841832713518,915.8709163567587,1228.302765488097,1316.9700462473759,481.0778533322842,0.2565238775879417
10,2198.8496398302195,913.3748199151099,1226.9823777293782,1316.551160330766,480.3625123941007,0.28279855062643755
11,2194.073679660087,910.9868398300436,1225.4719529189388,1316.2514552247603,479.5521529300578,0.30968571177195714
12,2187.672159724451,907.7860798622256,1225.2650048913329,1317.4891335690986,479.172943622137,0.33737550901495406
13,2182.7012811918958,905.3006405959474,1223.283905527581,1316.107880558642,478.2375409990848,0.3662577591927767
14,2176.079573115984,901.9897865579924,1223.043219841563,1316.523600986927,477.7863158031345,0.3963043003625559
15,2169.0915590088266,898.495779504414,1222.6582698293917,1317.436559258615,477.31810550293125,0.4273472416643838
16,2163.7868421468474,895.8434210734231,1220.636570693596,1316.9103705970995,476.25210887620904,0.45934691349562023
17,2157.9287091377187,892.9143545688605,1218.535590961778,1315.8968442756434,475.20161901030065,0.4921274851030674
18,2152.8117959017354,890.355897950867,1215.4949752843513,1314.5854098081784,473.79160528923427,0.526295431353835
19,2144.173982972682,886.0369914863408,1215.3184526537623,1315.8575843975905,473.37246162099905,0.5611335174982892
20,2137.4450470319734,882.6725235159869,1213.0188910378033,1315.114747768132,472.2778278718427,0.5967735642990667
21,2129.587932365696,878.7439661828471,1211.97999963166,1316.1071989256925,471.53779393347725,0.6330010272998337
22,2123.3263616065497,875.6131808032744,1209.781530896229,1315.733632934388,470.3282654481146,0.6696738197826254
23,2117.5552164651513,872.7276082325756,1206.8435566806338,1314.1145580537554,468.9144253991402,0.7067400347256109
24,2109.395710724894,868.6478553624457,1206.1348401153193,1313.8595143163177,468.22918476354175,0.7442552327170999
25,2099.502259649752,863.7011298248763,1206.394230163267,1316.0793193680022,467.9728503757511,0.7821216159582196
26,2089.189579597614,858.5447897988071,1207.0492365959176,1318.1163992187933,467.80403006266476,0.8205665560404982
27,2079.7591403651277,853.8295701825632,1206.7171103377214,1319.1216918813661,467.307084580625,0.8594882190490417
28,2071.9887204884076,849.9443602442026,1204.7286156662185,1319.53277601769,466.25769018605024,0.8988117927456405
29,2065.831255410148,846.8656277050736,1201.8666642816181,1317.5880219382107,464.7715674349267,0.9385927821727335
30,2059.2649817377296,843.5824908688646,1199.15082741954,1314.9951502273393,463.35850194506384,0.9786738530816723
31,2049.4809378087334,838.6904689043668,1198.9521103258555,1316.04313790915,462.87311398645727,1.0191411065434421
32,2038.3558673880893,833.1279336940443,1199.5266624663675,1318.3129803717866,462.71921358612474,1.0599075445325121
33,2030.3325353042917,829.1162676521445,1198.0419984174116,1319.7471998644555,461.7011462675289,1.1011133945008287
34,2023.346978078065,825.6234890390333,1195.9047261249484,1317.456205026322,460.4119218860038,1.1425401236197315
35,2013.9816957993971,820.9408478996984,1194.804187258759,1318.3938356945462,459.6962112764379,1.1840721735538755
36,2005.612708550895,816.7563542754477,1193.3391797965674,1317.9537566261486,458.74311931004877,1.225762956281011
37,1997.6990826027404,812.7995413013705,1191.5495449056932,1316.3333586211409,457.6277136293174,1.2678064198646477
