iteration,locational_cost,health_cost,mobility_cost,range_cost,proposed_cost,cumulative_distance
0,2017.8055081805314,822.8527540902659,2017.8055081805314,1957.0797900748978,822.8527540902659,0.0
1,2275.7898024372034,951.8449012186021,1211.330411385253,1297.23738660866,479.34576124818216,0.03218356173758691
2,2272.184993638221,950.0424968191102,1208.6849358950947,1294.5493837814688,478.02302350310293,0.06383747705512013
3,2267.4358985994436,947.6679492997225,1206.2734367439105,1294.556086810382,477.01171837195517,0.09440069723580072
4,2263.3464571279087,945.6232285639545,1203.9460415094754,1293.0657289553176,475.9452429769599,0.12384528597769437
5,2257.76939314386,942.8346965719295,1202.377474892013,1293.5002274142437,475.3067930015618,0.15217034531698015
6,2253.8526193217476,940.876309660875,1200.2033378821739,1293.7264898437124,474.31694671886464,0.1795182358521361
7,2249.4243711605486,938.6621855802746,1198.4818352878453,1293.614497133159,473.5048065328116,0.20623872965498669
8,2244.8864615028647,936.3932307514332,1197.0862983113225,1293.9077914807954,472.75842693343935,0.23244668104203908
9,2239.71862027765,933.8093101388253,1196.1142474088952,1293.4746285050956,472.17517926000306,0.25852355530707305
10,2234.3657628475767,931.1328814237883,1195.4441524618273,1293.1359867339238,471.6456873420252,0.2847929971773618
11,2229.650568685396,928.7752843426987,1194.0194460942025,1292.082195504659,470.8847230471015,0.31152065611725427
12,2224.40887727772,926.154438638861,1192.7662993120077,1292.0062153131396,470.2095385448925,0.33879612810474347
13,2219.4345124292117,923.6672562146053,1191.117200207853,1291.9426243028306,469.38498899281547,0.3671932745864974
14,2214.0826583260314,920.9913291630156,1189.7735133793396,1292.3182781681824,468.6159233563364,0.39659841836852444
15,2208.078126318922,917.9890631594608,1188.4828121971118,1292.0438114263582,467.9219616541116,0.4266940877509652
16,2202.973880275774,915.4369401378864,1186.4192012730928,1290.4095350936109,466.8901561921017,0.45792133009722885
17,2196.3162637029727,912.1081318514848,1185.5390425613687,1290.6553650993526,466.20702128068393,0.4901616574257776
18,2191.363769108015,909.6318845540079,1182.83098503952,1288.9771083859644,464.901603630871,0.5236313667304279
19,2182.939948996006,905.4199744980023,1182.5878755016556,1289.7212998210575,464.4883821952724,0.5577606736130357
20,2174.650008825828,901.2750044129137,1182.300630869209,1289.502501332519,464.00448210127104,0.5925195836787066
21,2168.792696023056,898.3463480115281,1180.10913421586,1288.6956586942658,462.8115115523744,0.6277806679881782
22,2159.384548321604,893.6422741608023,1180.2543616590929,1289.694913934844,462.5438474962133,0.6636000525205984
23,2154.4332947511534,891.166647375577,1176.9907166829419,1288.1137071776109,461.0092472303598,0.7000177639305881
24,2146.8645757828253,887.3822878914119,1175.7380194654377,1287.7563149743712,460.1884541771631,0.7368277781284275
25,2137.735322305928,882.8176611529644,1175.1990153941344,1289.2013278269858,459.72450769706717,0.7738818385842815
26,2129.494278060575,878.6971390302872,1174.083980282099,1289.4759087968575,458.97254569660487,0.8117332023372403
27,2122.733427954628,875.3167139773141,1171.758756539554,1289.230373940587,457.7613227142214,0.8502212739667114
28,2116.1863567664855,872.0431783832422,1169.567356608689,1287.5611801238908,456.5197894154558,0.8890832425584606
29,2107.6369399786076,867.7684699893049,1168.5911098102836,1288.1117982849335,455.78861046069795,0.9279298993760948
30,2097.5112302028547,862.7056151014277,1168.9875811067393,1289.4369738381647,455.50073499781405,0.9672381273847529
31,2086.813377994518,857.3566889972595,1169.6347817070655,1291.5031121760624,455.33822418686594,1.0065794139864703
32,2077.6567375954137,852.7783687977068,1169.324622833793,1290.8691739206372,454.74564475022976,1.0465296398108963
33,2071.1482432532716,849.5241216266357,1166.5176154038902,1288.992502742372,453.34214103527853,1.0868799921630024
34,2062.685510907138,845.2927554535687,1165.0216434472047,1289.4558010294706,452.4483217236023,1.1277665454760948
35,2054.3289556679847,841.114477833992,1163.5940315204766,1290.375453915978,451.5400713157938,1.168619494513647
