iteration,locational_cost,health_cost,mobility_cost,range_cost,proposed_cost,cumulative_distance
0,2801.7058363660535,1028.7529181830294,2801.7058363660535,2428.763553603745,1028.7529181830294,0.0
1,1507.1852275328604,473.3926137664302,1507.1852275328604,1507.1852275328604,478.09261376642996,0.021572258876432514
2,1506.7508487421053,472.9754243710523,1506.7508487421053,1506.7508487421053,477.7643132599415,0.04233961665412404
3,1511.425767954899,474.61288397744977,1511.425767954899,1511.425767954899,479.60177286633837,0.06247595926326695
4,1514.1514279334506,475.47571396672527,1514.1514279334506,1514.1514279334506,480.52015841116963,0.08216582954612531
5,1513.9254825584171,475.16274127920803,1513.9254825584171,1513.9254825584171,480.2405190569858,0.10158045687646351
6,1519.7626711007451,477.28133555037255,1519.7626711007451,1519.7626711007451,482.71466888370594,0.12063182605579537
7,1521.6598576156189,477.82992880781023,1521.6598576156189,1521.6598576156189,483.32992880781023,0.13942373508212402
8,1524.6059668351888,478.8029834175949,1524.6059668351888,1524.6059668351888,484.41409452870664,0.15810179967050822
9,1523.6097973786923,478.2048986893464,1523.6097973786923,1523.6097973786923,483.9160098004575,0.1768521714883579
10,1526.6718158055373,479.2359079027683,1526.6718158055373,1526.6718158055373,485.0581301249906,0.19568558789741153
11,1527.7591847836609,479.47959239183035,1527.7591847836609,1527.7591847836609,485.4907035029411,0.21478673223004827
12,1527.8790180317792,479.3395090158898,1527.8790180317792,1527.8790180317792,485.38395346033394,0.2342538439680599
13,1530.021635806288,480.010817903144,1530.021635806288,1530.021635806288,486.1774845698104,0.2541494977930689
14,1537.1314892190883,482.6657446095438,1537.1314892190883,1537.1314892190883,489.01018905398877,0.27440024092154636
15,1539.2599395496923,483.3299697748464,1539.2599395496923,1539.2599395496923,489.6855253304018,0.2949037989284299
16,1543.4075914897808,484.8037957448903,1543.4075914897808,1543.4075914897808,491.2593513004458,0.3157939119686216
17,1542.56357049271,484.28178524635507,1542.56357049271,1542.56357049271,490.83734080191044,0.3370824023484315
18,1546.7243842016937,485.7621921008469,1546.7243842016937,1546.7243842016937,492.58441432306984,0.3588321173872205
19,1548.8729410325648,486.43647051628227,1548.8729410325648,1548.8729410325648,493.38091496072707,0.3809468096681913
20,1547.0144488083743,485.50722440418707,1547.0144488083743,1547.0144488083743,492.56277995974256,0.40336654531906596
21,1556.1237183077994,488.9618591538997,1556.1237183077994,1556.1237183077994,496.1174147094552,0.4261273693023551
22,1558.1801602049904,489.59008010249516,1558.1801602049904,1558.1801602049904,496.86785788027305,0.44920787227655323
