iteration,locational_cost,health_cost,mobility_cost,range_cost,proposed_cost,cumulative_distance
0,2801.7058363660535,1028.7529181830294,2801.7058363660535,2428.763553603745,1028.7529181830294,0.0
1,1507.1852275328604,474.60761376643006,1507.1852275328604,1507.1852275328604,466.3426137664301,0.021572258876432514
2,1506.7508487421053,474.06042437105225,1506.7508487421053,1506.7508487421053,465.79209103771905,0.04233961665412404
3,1511.425767954899,475.4128839774495,1511.425767954899,1511.425767954899,467.1295506441164,0.06247595926326695
4,1514.1514279334506,476.20571396672517,1514.1514279334506,1514.1514279334506,467.9090473000591,0.08216582954612531
5,1513.9254825584171,475.8477412792083,1513.9254825584171,1513.9254825584171,467.54607461254164,0.10158045687646351
6,1519.7626711007451,477.44633555037274,1519.7626711007451,1519.7626711007451,469.1313355503727,0.12063182605579537
7,1521.6598576156189,477.9049288078103,1521.6598576156189,1521.6598576156189,469.57992880781046,0.13942373508212402
8,1524.6059668351888,478.72298341759506,1524.6059668351888,1524.6059668351888,470.3863167509286,0.15810179967050822
9,1523.6097973786923,477.9748986893462,1523.6097973786923,1523.6097973786923,469.63823202267963,0.1768521714883579
10,1526.6718158055373,478.8509079027682,1526.6718158055373,1526.6718158055373,470.50257456943507,0.19568558789741153
11,1527.7591847836609,478.81459239183005,1527.7591847836609,1527.7591847836609,470.4629257251637,0.21478673223004827
12,1527.8790180317792,478.6295090158899,1527.8790180317792,1527.8790180317792,470.2728423492232,0.2342538439680599
13,1530.021635806288,479.1258179031438,1530.021635806288,1530.021635806288,470.7608179031439,0.2541494977930689
14,1537.1314892190883,481.53574460954394,1537.1314892190883,1537.1314892190883,473.1490779428772,0.27440024092154636
15,1539.2599395496923,482.1949697748467,1539.2599395496923,1539.2599395496923,473.79663644151344,0.2949037989284299
16,1543.4075914897808,483.5337957448904,1543.4075914897808,1543.4075914897808,475.12046241155707,0.3157939119686216
17,1542.56357049271,482.8617852463549,1542.56357049271,1542.56357049271,474.4484519130216,0.3370824023484315
18,1546.7243842016937,483.9521921008469,1546.7243842016937,1546.7243842016937,475.5288587675136,0.3588321173872205
19,1548.8729410325648,484.4514705162826,1548.8729410325648,1548.8729410325648,476.01980384961576,0.3809468096681913
20,1547.0144488083743,483.35222440418676,1547.0144488083743,1547.0144488083743,474.92389107085353,0.40336654531906596
21,1556.1237183077994,486.6868591538996,1556.1237183077994,1556.1237183077994,478.22852582056646,0.4261273693023551
22,1558.1801602049904,487.14008010249586,1558.1801602049904,1558.1801602049904,478.6734134358286,0.44920787227655323
23,1565.2348867685796,489.69244338428985,1565.2348867685796,1565.2348867685796,481.2007767176236,0.47241107567814117
24,1564.3326708151499,489.16133540757505,1564.3326708151499,1564.3326708151499,480.66633540757533,0.4955978564379818
25,1568.4638022049667,490.4919011024831,1568.4638022049667,1568.4638022049667,481.98190110248373,0.518825492831237
26,1569.6050634230232,490.39753171151153,1569.6050634230232,1569.6050634230232,481.88586504484533,0.5420487377790275
27,1571.7625037572575,490.98625187862876,1571.7625037572575,1571.7625037572575,482.46458521196234,0.5653035234841599
28,1569.9438285597303,489.99191427986585,1569.9438285597303,1569.9438285597303,481.4719142798656,0.5885543317703641
29,1575.1850657828086,491.88253289140425,1575.1850657828086,1575.1850657828086,483.3425328914043,0.6115233797505133
30,1578.483635946259,492.7918179731296,1578.483635946259,1578.483635946259,484.2418179731296,0.6339896399552709
31,1579.8427872327063,492.89139361635307,1579.8427872327063,1579.8427872327063,484.3380602830197,0.6561801871019466
32,1579.2536956483527,492.6018478241763,1579.2536956483527,1579.2536956483527,484.04351449084254,0.6778926068333968
33,1581.7027819460586,493.25139097302895,1581.7027819460586,1581.7027819460586,484.6847243063627,0.6992493349364526
34,1581.1803648363634,492.74018241818146,1581.1803648363634,1581.1803648363634,484.17351575151486,0.7202166209900589
35,1580.6798058359263,492.3249029179631,1580.6798058359263,1580.6798058359263,483.7565695846298,0.7408009225666712
36,1584.1998255555604,493.5149127777802,1584.1998255555604,1584.1998255555604,484.93324611111353,0.7611061210659997
37,1588.706319214574,495.2031596072867,1588.706319214574,1588.706319214574,486.6031596072871,0.7813115192342062
38,1594.197432060338,497.30371603016886,1594.197432060338,1594.197432060338,488.6820493635024,0.8014137047382319
39,1595.6868785330298,497.8934392665147,1595.6868785330298,1595.6868785330298,489.2601059331812,0.8215863445869194
40,1593.143607945651,496.44680397282605,1593.143607945651,1593.143607945651,487.8218039728258,0.8419563760352962
41,1594.5864784393664,496.7582392196833,1594.5864784393664,1594.5864784393664,488.1265725530162,0.8624554691289088
42,1595.0022131060846,496.80610655304224,1595.0022131060846,1595.0022131060846,488.16777321970835,0.8831522446376623
43,1594.392129266357,496.59106463317846,1594.392129266357,1594.392129266357,487.94606463317837,0.9039824962911756
44,1598.7394979350079,498.19974896750387,1598.7394979350079,1598.7394979350079,489.5364156341702,0.9250511435327649
45,1597.0331275765816,497.43156378829036,1597.0331275765816,1597.0331275765816,488.76656378829057,0.9462693289142223
46,1602.2671319547946,499.23356597739746,1602.2671319547946,1602.2671319547946,490.55023264406395,0.9677027298015615
47,1601.4447368613753,498.6573684306875,1601.4447368613753,1601.4447368613753,489.97236843068737,0.9893583590215509
48,1600.5458216652673,498.042910832634,1600.5458216652673,1600.5458216652673,489.35624416596715,1.011071428605182
49,1605.596638105926,499.9233190529635,1605.596638105926,1605.596638105926,491.2149857196302,1.0328498552339425
50,1606.5515971577047,500.075798578852,1606.5515971577047,1606.5515971577047,491.3591319121856,1.054776157498716
51,1608.4480496420047,500.7890248210023,1608.4480496420047,1608.4480496420047,492.05735815433525,1.0767993171380827
52,1614.310987167782,502.91049358389165,1614.310987167782,1614.310987167782,494.1554935838916,1.0987074212458472
53,1612.1372631014033,501.9086315507019,1612.1372631014033,1612.1372631014033,493.1519648840351,1.1205141268099104
54,1613.9241171731662,502.56705858658404,1613.9241171731662,1613.9241171731662,493.79539191991717,1.142011947737241
55,1614.6919345703882,502.62596728519395,1614.6919345703882,1614.6919345703882,493.84596728519443,1.1629213704639982
56,1614.4241012904347,502.3320506452172,1614.4241012904347,1614.4241012904347,493.54538397855094,1.1832232604070734
57,1614.1332522816135,502.2816261408069,1614.1332522816135,1614.1332522816135,493.48329280747384,1.203091071025903
58,1613.7892696699591,502.0346348349795,1613.7892696699591,1613.7892696699591,493.2279681683127,1.222511913367331
59,1617.4009157760768,503.27545788803843,1617.4009157760768,1617.4009157760768,494.45045788803867,1.2414085353598767
60,1615.9571721869893,502.6435860934941,1615.9571721869893,1615.9571721869893,493.8119194268279,1.2598947100313374
61,1614.4777946178654,501.90889730893264,1614.4777946178654,1614.4777946178654,493.072230642266,1.2781688680804912
62,1613.9670058557049,501.40850292785274,1613.9670058557049,1613.9670058557049,492.5668362611859,1.296305866389829
63,1613.423645027513,501.14682251375643,1613.423645027513,1613.423645027513,492.29515584709,1.3144671179663447
64,1614.7920785189528,501.6810392594765,1614.7920785189528,1614.7920785189528,492.81270592614305,1.3328867484856284
65,1615.0957519327703,501.76287596638525,1615.0957519327703,1615.0957519327703,492.88120929971865,1.3517994707019552
66,1615.3683777679032,501.57418888395216,1615.3683777679032,1615.3683777679032,492.6841888839522,1.3710241175365947
67,1612.6164868555202,500.6232434277605,1612.6164868555202,1612.6164868555202,491.72491009442723,1.3905991073945392
68,1615.8032174676187,501.90660873380943,1615.8032174676187,1615.8032174676187,492.9849420671426,1.4106979154104378
69,1614.9528575617717,501.4914287808857,1614.9528575617717,1614.9528575617717,492.55976211421876,1.4312054502024487
70,1613.0786992655476,500.6443496327737,1613.0786992655476,1613.0786992655476,491.7060162994402,1.4521501212383858
71,1610.1560462063862,499.4380231031935,1610.1560462063862,1610.1560462063862,490.49468976985986,1.4735239700926255
72,1607.2238773602514,498.2269386801257,1607.2238773602514,1607.2238773602514,489.27860534679246,1.4951910013365075
73,1611.2802902827166,499.69514514135767,1611.2802902827166,1611.2802902827166,490.7234784746913,1.516955259472358
74,1613.3420774040153,500.49603870200815,1613.3420774040153,1613.3420774040153,491.5043720353418,1.5387699816484641
75,1614.4111974238738,500.96559871193654,1614.4111974238738,1614.4111974238738,491.9555987119362,1.5606252378760084
76,1615.4736484072832,501.26182420364205,1615.4736484072832,1615.4736484072832,492.236824203642,1.5826040421326564
77,1614.5609593864558,501.07047969322707,1614.5609593864558,1614.5609593864558,492.0304796932271,1.604564999657398
78,1613.6624987706823,500.54624938534135,1613.6624987706823,1613.6624987706823,491.4979160520079,1.6266060099491015
79,1614.7722982542589,501.0361491271293,1614.7722982542589,1614.7722982542589,491.96948246046264,1.6486284003214104
80,1612.9199242965883,500.19996214829393,1612.9199242965883,1612.9199242965883,491.126628814961,1.6706507714296612
81,1610.111831100389,499.050915550195,1610.111831100389,1610.111831100389,489.9725822168614,1.692587328134975
82,1608.3180710264473,498.1590355132242,1608.3180710264473,1608.3180710264473,489.07570217989087,1.7145135675977108
83,1607.5564525089599,497.61822625448,1607.5564525089599,1607.5564525089599,488.5282262544797,1.7364274183302624
84,1611.8214792935762,499.78573964678867,1611.8214792935762,1611.8214792935762,490.6607396467885,1.7582157858230032
85,1614.0843980021461,500.5171990010728,1614.0843980021461,1614.0843980021461,491.3755323344062,1.7801420845559928
86,1612.3763706820205,499.8381853410107,1612.3763706820205,1612.3763706820205,490.6881853410108,1.8020484389442943
87,1611.7140282655723,499.43201413278643,1611.7140282655723,1611.7140282655723,490.2736807994533,1.8239984441554973
88,1609.0835606765152,498.3717803382579,1609.0835606765152,1609.0835606765152,489.20844700492466,1.8459252073883121
89,1607.4991196696071,497.7545598348033,1607.4991196696071,1607.4991196696071,488.58289316813705,1.8677615136735795
90,1610.916978123855,499.1534890619274,1610.916978123855,1610.916978123855,489.95848906192765,1.8897171685477605
91,1609.3742071926526,498.55710359632656,1609.3742071926526,1609.3742071926526,489.353770262993,1.9114912479025836
92,1609.8626495724636,498.4763247862321,1609.8626495724636,1609.8626495724636,489.2646581195656,1.9332356011518244
93,1612.3949806011171,499.6824903005588,1612.3949806011171,1612.3949806011171,490.44749030055874,1.9548838617247395
94,1614.9776803762607,500.6588401881304,1614.9776803762607,1614.9776803762607,491.40550685479764,1.9764065663331156
95,1613.5835716883325,499.9667858441665,1613.5835716883325,1613.5835716883325,490.7084525108334,1.9979365002060967
96,1615.2261163168973,500.80805815844815,1615.2261163168973,1615.2261163168973,491.52972482511484,2.0193372733982686
97,1617.9180838150808,501.83904190754083,1617.9180838150808,1617.9180838150808,492.5423752408743,2.040693012201127
98,1616.6313956059296,501.5406978029656,1616.6313956059296,1616.6313956059296,492.2323644696321,2.0619207331593166
99,1619.37428161874,502.51214080936984,1619.37428161874,1619.37428161874,493.1871408093698,2.0831174191418094
100,1621.1462564921776,503.1631282460885,1621.1462564921776,1621.1462564921776,493.8231282460886,2.104276478830526
101,1621.958126672629,503.32906333631456,1621.958126672629,1621.958126672629,493.9790633363149,2.125282813377643
102,1623.814875468997,504.1074377344989,1623.814875468997,1623.814875468997,494.7407710678322,2.146253898679855
103,1624.7088726720579,504.6544363360288,1624.7088726720579,1624.7088726720579,495.27110300269555,2.1670752660183594
104,1626.6147447020055,505.54237235100186,1626.6147447020055,1626.6147447020055,496.1407056843358,2.1877574109643407
105,1629.5570872339179,506.44354361695895,1629.5570872339179,1629.5570872339179,497.02854361695904,2.2084782239241196
106,1628.5523449105626,505.9461724552813,1628.5523449105626,1628.5523449105626,496.52617245528097,2.2290379083577534
107,1631.5915860076514,507.49079300382596,1631.5915860076514,1631.5915860076514,498.0457930038261,2.2494971355631144
108,1633.6409293925376,508.2804646962696,1633.6409293925376,1633.6409293925376,498.82046469626977,2.26998725339116
109,1635.7404188634937,508.9252094317469,1635.7404188634937,1635.7404188634937,499.4535427650805,2.290376198133442
110,1634.8788807338515,508.4994403669255,1634.8788807338515,1634.8788807338515,499.02277370025865,2.3105689205487585
111,1639.0369880858664,510.6084940429331,1639.0369880858664,1639.0369880858664,501.1018273762669,2.330730187812179
112,1642.2162261335964,511.88311306679816,1642.2162261335964,1642.2162261335964,502.3581130667983,2.3508950433515245
113,1644.444940947296,512.6774704736479,1644.444940947296,1644.444940947296,503.13913714031423,2.370941711444961
