iteration,locational_cost,health_cost,mobility_cost,range_cost,proposed_cost,cumulative_distance
0,2801.7058363660535,1028.7529181830294,2801.7058363660535,2428.763553603745,1028.7529181830294,0.0
1,1507.1852275328604,473.3926137664302,1240.4914320316539,1507.1852275328604,388.4207160158269,0.021572258876432514
2,1506.7508487421053,472.9754243710523,1239.582028160054,1506.7508487421053,387.91601408002657,0.04233961665412404
3,1511.425767954899,474.61288397744977,1241.63007931372,1511.425767954899,388.61503965686,0.06247595926326695
4,1514.1514279334506,475.47571396672527,1243.4685801859857,1514.1514279334506,389.1842900929928,0.08216582954612531
5,1513.9254825584171,475.16274127920803,1243.159448536189,1513.9254825584171,388.9047242680941,0.10158045687646351
6,1519.7626711007451,477.28133555037255,1244.3908293027891,1519.7626711007451,389.3204146513946,0.12063182605579537
7,1521.6598576156189,477.82992880781023,1245.1730991663915,1521.6598576156189,389.46154958319613,0.13942373508212402
8,1524.6059668351888,478.8029834175949,1246.5122407902747,1524.6059668351888,389.85612039513757,0.15810179967050822
9,1523.6097973786923,478.2048986893464,1244.7984100437036,1523.6097973786923,389.0492050218521,0.1768521714883579
10,1526.6718158055373,479.2359079027683,1246.1269680671628,1526.6718158055373,389.4384840335812,0.19568558789741153
11,1527.7591847836609,479.47959239183035,1245.6392362475337,1527.7591847836609,389.1946181237668,0.21478673223004827
12,1527.8790180317792,479.3395090158898,1245.6410291890327,1527.8790180317792,389.07051459451657,0.2342538439680599
13,1530.021635806288,480.010817903144,1246.0289752780832,1530.021635806288,389.08948763904164,0.2541494977930689
14,1537.1314892190883,482.6657446095438,1249.9314742486156,1537.1314892190883,390.51573712430763,0.27440024092154636
15,1539.2599395496923,483.3299697748464,1251.6230610331233,1539.2599395496923,391.03653051656215,0.2949037989284299
16,1543.4075914897808,484.8037957448903,1254.0287846640592,1543.4075914897808,391.8643923320295,0.3157939119686216
17,1542.56357049271,484.28178524635507,1252.1085734028475,1542.56357049271,390.9542867014237,0.3370824023484315
18,1546.7243842016937,485.7621921008469,1253.0491818313044,1546.7243842016937,391.27459091565237,0.3588321173872205
19,1548.8729410325648,486.43647051628227,1253.7877601251867,1548.8729410325648,391.46888006259326,0.3809468096681913
20,1547.0144488083743,485.50722440418707,1251.6997268780226,1547.0144488083743,390.5748634390114,0.40336654531906596
21,1556.1237183077994,488.9618591538997,1257.9383434866702,1556.1237183077994,392.8941717433351,0.4261273693023551
